,No answer,a few days or more,within a day,within a few hours,within an hour
8474,1,0,0,0,0
8475,0,0,0,1,0
8476,0,0,1,0,0
8477,0,0,1,0,0
8478,0,0,0,0,1
8479,0,0,0,1,0
8480,0,0,0,1,0
8481,0,0,0,0,1
8482,0,0,0,0,1
8483,1,0,0,0,0
8484,0,0,0,1,0
8485,0,0,0,0,1
8486,1,0,0,0,0
8487,1,0,0,0,0
8488,0,0,0,1,0
8489,0,0,1,0,0
8490,0,0,0,0,1
8491,0,0,0,0,1
8492,0,0,1,0,0
8493,0,0,0,0,1
8494,1,0,0,0,0
8495,0,0,0,1,0
8496,0,0,0,0,1
8497,1,0,0,0,0
8498,0,0,0,0,1
8499,1,0,0,0,0
8500,0,0,1,0,0
8501,0,0,0,1,0
8502,0,0,0,0,1
8503,0,0,0,0,1
8504,1,0,0,0,0
8505,1,0,0,0,0
8506,0,0,1,0,0
8507,0,0,0,0,1
8508,0,0,1,0,0
8509,0,0,0,1,0
8510,0,0,0,1,0
8511,0,0,0,1,0
8512,1,0,0,0,0
8513,0,0,0,0,1
8514,0,0,0,1,0
8515,0,0,1,0,0
8516,0,0,0,0,1
8517,0,0,0,1,0
8518,0,1,0,0,0
8519,1,0,0,0,0
8520,0,0,1,0,0
8521,0,0,0,0,1
8522,1,0,0,0,0
8523,0,0,1,0,0
8524,0,0,0,0,1
8525,1,0,0,0,0
8526,1,0,0,0,0
8527,0,0,0,1,0
8528,0,0,0,1,0
8529,0,0,0,0,1
8530,0,0,0,0,1
8531,0,0,0,0,1
8532,1,0,0,0,0
8533,1,0,0,0,0
8534,0,0,0,1,0
8535,1,0,0,0,0
8536,1,0,0,0,0
8537,1,0,0,0,0
8538,1,0,0,0,0
8539,0,0,0,0,1
8540,0,0,0,0,1
8541,0,0,0,0,1
8542,1,0,0,0,0
8543,0,0,1,0,0
8544,0,0,0,0,1
8545,0,0,0,1,0
8546,0,0,0,1,0
8547,1,0,0,0,0
8548,0,0,0,1,0
8549,1,0,0,0,0
8550,0,0,1,0,0
8551,0,0,0,0,1
8552,0,0,1,0,0
8553,0,0,0,1,0
8554,0,0,1,0,0
8555,0,0,1,0,0
8556,0,0,0,0,1
8557,1,0,0,0,0
8558,0,0,1,0,0
8559,0,0,1,0,0
8560,1,0,0,0,0
8561,0,0,0,0,1
8562,0,0,0,0,1
8563,1,0,0,0,0
8564,1,0,0,0,0
8565,0,0,1,0,0
8566,0,0,1,0,0
8567,0,0,0,1,0
8568,0,0,1,0,0
8569,1,0,0,0,0
8570,1,0,0,0,0
8571,0,0,0,0,1
8572,0,0,0,1,0
8573,0,0,1,0,0
8574,0,0,0,0,1
8575,0,0,0,0,1
8576,1,0,0,0,0
8577,0,0,0,0,1
8578,0,0,0,0,1
8579,0,0,0,0,1
8580,1,0,0,0,0
8581,0,0,0,1,0
8582,0,0,0,1,0
8583,0,0,0,1,0
8584,1,0,0,0,0
8585,0,0,1,0,0
8586,0,0,1,0,0
8587,1,0,0,0,0
8588,0,0,1,0,0
8589,1,0,0,0,0
8590,0,0,0,0,1
8591,0,0,1,0,0
8592,0,0,0,0,1
8593,0,0,1,0,0
8594,0,0,0,0,1
8595,0,0,1,0,0
8596,0,1,0,0,0
8597,1,0,0,0,0
8598,0,0,0,0,1
8599,0,0,0,1,0
8600,1,0,0,0,0
8601,0,0,0,0,1
8602,1,0,0,0,0
8603,0,0,1,0,0
8604,0,0,0,1,0
8605,0,0,0,0,1
8606,1,0,0,0,0
8607,0,0,0,0,1
8608,1,0,0,0,0
8609,0,0,0,1,0
8610,1,0,0,0,0
8611,1,0,0,0,0
8612,0,0,0,0,1
8613,1,0,0,0,0
8614,0,0,0,0,1
8615,0,0,1,0,0
8616,0,0,0,0,1
8617,0,0,0,0,1
8618,1,0,0,0,0
8619,1,0,0,0,0
8620,0,0,0,0,1
8621,0,0,0,0,1
8622,0,0,0,0,1
8623,0,0,0,1,0
8624,0,0,1,0,0
8625,0,0,1,0,0
8626,0,0,0,0,1
8627,0,0,0,0,1
8628,0,0,0,0,1
8629,0,0,0,0,1
8630,0,0,0,0,1
8631,0,0,0,0,1
8632,0,0,0,0,1
8633,1,0,0,0,0
8634,0,0,0,1,0
8635,1,0,0,0,0
8636,0,0,0,1,0
8637,0,0,0,1,0
8638,0,0,0,0,1
8639,0,0,0,0,1
8640,0,0,0,0,1
8641,0,0,0,1,0
8642,0,0,1,0,0
8643,0,0,0,0,1
8644,0,0,0,0,1
8645,0,0,0,0,1
8646,0,1,0,0,0
8647,0,0,0,0,1
8648,0,0,0,0,1
8649,0,0,0,0,1
8650,0,0,1,0,0
8651,0,0,0,1,0
8652,0,0,1,0,0
8653,0,0,0,0,1
8654,0,0,0,0,1
8655,0,1,0,0,0
8656,0,0,1,0,0
8657,0,0,0,1,0
8658,0,0,0,0,1
8659,0,1,0,0,0
8660,0,0,0,1,0
8661,0,0,0,0,1
8662,1,0,0,0,0
8663,0,0,0,0,1
8664,0,1,0,0,0
8665,0,0,0,0,1
8666,0,0,0,1,0
8667,0,0,1,0,0
8668,0,0,0,0,1
8669,0,0,0,1,0
8670,0,0,0,0,1
8671,0,0,0,1,0
8672,0,0,0,0,1
8673,0,0,0,0,1
8674,0,0,1,0,0
8675,0,0,0,1,0
8676,0,0,1,0,0
8677,0,0,0,0,1
8678,0,0,0,1,0
8679,0,0,0,1,0
8680,0,0,0,0,1
8681,0,0,0,0,1
8682,0,0,0,0,1
8683,0,0,0,0,1
8684,0,0,0,1,0
8685,0,0,0,0,1
8686,0,0,0,1,0
8687,0,0,0,1,0
8688,0,0,0,0,1
8689,0,0,0,0,1
8690,0,0,1,0,0
8691,0,0,0,1,0
8692,1,0,0,0,0
8693,0,0,0,0,1
8694,0,0,0,0,1
8695,1,0,0,0,0
8696,0,0,0,0,1
8697,0,0,0,1,0
8698,0,1,0,0,0
8699,0,0,0,1,0
8700,0,1,0,0,0
8701,1,0,0,0,0
8702,1,0,0,0,0
8703,0,0,0,1,0
8704,0,0,0,0,1
8705,0,0,0,1,0
8706,0,0,0,0,1
8707,0,0,0,1,0
8708,0,0,0,0,1
8709,0,0,1,0,0
8710,0,0,0,0,1
8711,0,1,0,0,0
8712,0,0,0,0,1
8713,0,0,1,0,0
8714,0,0,1,0,0
8715,0,0,0,0,1
8716,1,0,0,0,0
8717,0,0,1,0,0
8718,0,0,0,0,1
8719,0,0,0,0,1
8720,0,0,0,0,1
8721,0,0,0,0,1
8722,0,0,0,1,0
8723,1,0,0,0,0
8724,0,0,0,0,1
8725,0,0,0,0,1
8726,0,0,0,0,1
8727,0,0,0,1,0
8728,0,0,0,0,1
8729,1,0,0,0,0
8730,0,0,0,1,0
8731,1,0,0,0,0
8732,1,0,0,0,0
8733,0,0,0,0,1
8734,0,0,0,1,0
8735,0,0,0,0,1
8736,1,0,0,0,0
8737,1,0,0,0,0
8738,0,0,0,1,0
8739,1,0,0,0,0
8740,1,0,0,0,0
8741,1,0,0,0,0
8742,1,0,0,0,0
8743,0,0,1,0,0
8744,0,0,1,0,0
8745,0,0,1,0,0
8746,0,0,0,1,0
8747,1,0,0,0,0
8748,0,0,0,0,1
8749,1,0,0,0,0
8750,0,0,0,0,1
8751,1,0,0,0,0
8752,0,0,0,1,0
8753,0,0,0,1,0
8754,0,0,0,0,1
8755,0,0,0,0,1
8756,1,0,0,0,0
8757,1,0,0,0,0
8758,0,0,1,0,0
8759,0,0,0,0,1
8760,0,1,0,0,0
8761,0,0,1,0,0
8762,1,0,0,0,0
8763,0,0,0,1,0
8764,0,0,1,0,0
8765,1,0,0,0,0
8766,1,0,0,0,0
8767,1,0,0,0,0
8768,0,0,1,0,0
8769,0,0,0,0,1
8770,0,1,0,0,0
8771,0,0,0,0,1
8772,0,0,0,0,1
8773,0,0,0,0,1
8774,0,1,0,0,0
8775,0,0,1,0,0
8776,0,0,1,0,0
8777,1,0,0,0,0
8778,0,0,0,1,0
8779,1,0,0,0,0
8780,0,0,0,0,1
8781,1,0,0,0,0
8782,0,0,0,1,0
8783,1,0,0,0,0
8784,1,0,0,0,0
8785,0,0,0,0,1
8786,1,0,0,0,0
8787,1,0,0,0,0
8788,1,0,0,0,0
8789,1,0,0,0,0
8790,1,0,0,0,0
8791,0,0,0,1,0
8792,0,0,1,0,0
8793,0,0,1,0,0
8794,1,0,0,0,0
8795,1,0,0,0,0
8796,0,0,0,0,1
8797,1,0,0,0,0
8798,0,0,1,0,0
8799,1,0,0,0,0
8800,1,0,0,0,0
8801,0,0,1,0,0
8802,1,0,0,0,0
8803,0,0,0,0,1
8804,0,0,0,0,1
8805,0,0,0,0,1
8806,1,0,0,0,0
8807,0,0,0,1,0
8808,0,0,1,0,0
8809,0,0,0,0,1
8810,0,0,0,1,0
8811,1,0,0,0,0
8812,1,0,0,0,0
8813,1,0,0,0,0
8814,1,0,0,0,0
8815,0,0,0,0,1
8816,0,0,0,0,1
8817,0,0,0,0,1
8818,0,0,1,0,0
8819,0,0,0,0,1
8820,1,0,0,0,0
8821,0,0,0,1,0
8822,0,0,0,1,0
8823,0,0,1,0,0
8824,0,0,0,1,0
8825,0,0,1,0,0
8826,0,0,0,0,1
8827,0,0,1,0,0
8828,0,0,0,0,1
8829,1,0,0,0,0
8830,0,0,0,0,1
8831,1,0,0,0,0
8832,0,0,0,0,1
8833,1,0,0,0,0
8834,0,0,0,0,1
8835,1,0,0,0,0
8836,0,0,0,0,1
8837,1,0,0,0,0
8838,0,0,0,0,1
8839,1,0,0,0,0
8840,1,0,0,0,0
8841,0,0,0,1,0
8842,0,0,0,0,1
8843,1,0,0,0,0
8844,1,0,0,0,0
8845,0,0,0,0,1
8846,1,0,0,0,0
8847,0,0,0,0,1
8848,1,0,0,0,0
8849,0,0,0,0,1
8850,0,0,1,0,0
8851,0,0,0,1,0
8852,0,0,0,0,1
8853,1,0,0,0,0
8854,0,0,0,1,0
8855,0,0,0,0,1
8856,0,0,0,0,1
8857,1,0,0,0,0
8858,0,0,0,1,0
8859,0,0,0,0,1
8860,1,0,0,0,0
8861,0,0,0,1,0
8862,1,0,0,0,0
8863,0,0,0,0,1
8864,1,0,0,0,0
8865,0,1,0,0,0
8866,1,0,0,0,0
8867,1,0,0,0,0
8868,1,0,0,0,0
8869,1,0,0,0,0
8870,1,0,0,0,0
8871,1,0,0,0,0
8872,0,0,1,0,0
8873,0,0,0,0,1
8874,0,0,1,0,0
8875,0,0,0,1,0
8876,1,0,0,0,0
8877,1,0,0,0,0
8878,0,0,0,1,0
8879,1,0,0,0,0
8880,0,0,0,0,1
8881,0,0,1,0,0
8882,1,0,0,0,0
8883,0,0,0,0,1
8884,1,0,0,0,0
8885,0,0,1,0,0
8886,0,0,0,0,1
8887,1,0,0,0,0
8888,0,0,0,0,1
8889,0,0,1,0,0
8890,0,0,1,0,0
8891,0,0,0,1,0
8892,0,0,0,0,1
8893,1,0,0,0,0
8894,1,0,0,0,0
8895,0,0,0,1,0
8896,0,0,0,0,1
8897,1,0,0,0,0
8898,0,0,0,1,0
8899,0,0,0,0,1
8900,0,0,1,0,0
8901,0,0,0,0,1
8902,0,0,0,0,1
8903,0,1,0,0,0
8904,0,0,0,1,0
8905,1,0,0,0,0
8906,0,0,0,0,1
8907,1,0,0,0,0
8908,1,0,0,0,0
8909,0,0,0,0,1
8910,0,0,1,0,0
8911,1,0,0,0,0
8912,0,0,0,0,1
8913,0,0,0,1,0
8914,0,0,0,0,1
8915,1,0,0,0,0
8916,0,0,0,0,1
8917,0,0,0,1,0
8918,0,0,0,1,0
8919,0,0,0,0,1
8920,0,1,0,0,0
8921,1,0,0,0,0
8922,0,0,0,1,0
8923,0,1,0,0,0
8924,1,0,0,0,0
8925,1,0,0,0,0
8926,1,0,0,0,0
8927,0,0,0,0,1
8928,0,0,0,0,1
8929,1,0,0,0,0
8930,1,0,0,0,0
8931,1,0,0,0,0
8932,0,0,0,0,1
8933,0,0,0,1,0
8934,0,0,0,0,1
8935,1,0,0,0,0
8936,0,0,0,0,1
8937,0,0,0,1,0
8938,0,0,0,0,1
8939,0,0,0,0,1
8940,1,0,0,0,0
8941,0,1,0,0,0
8942,1,0,0,0,0
8943,1,0,0,0,0
8944,0,0,0,0,1
8945,0,0,1,0,0
8946,0,0,0,1,0
8947,0,0,0,0,1
8948,1,0,0,0,0
8949,0,0,0,0,1
8950,0,0,0,1,0
8951,1,0,0,0,0
8952,1,0,0,0,0
8953,0,0,0,1,0
8954,0,0,0,0,1
8955,0,0,0,0,1
8956,0,0,0,0,1
8957,1,0,0,0,0
8958,1,0,0,0,0
8959,0,0,0,0,1
8960,1,0,0,0,0
8961,0,0,0,0,1
8962,0,0,0,0,1
8963,0,0,0,0,1
8964,0,0,1,0,0
8965,0,0,0,0,1
8966,1,0,0,0,0
8967,0,0,0,1,0
8968,0,0,0,0,1
8969,1,0,0,0,0
8970,0,0,0,0,1
8971,1,0,0,0,0
8972,1,0,0,0,0
8973,0,0,1,0,0
8974,0,0,0,0,1
8975,0,0,0,0,1
8976,0,0,0,1,0
8977,0,0,0,1,0
8978,0,0,0,0,1
8979,0,0,0,0,1
8980,1,0,0,0,0
8981,0,0,0,0,1
8982,0,0,0,0,1
8983,0,0,0,1,0
8984,0,0,0,1,0
8985,0,0,0,0,1
8986,1,0,0,0,0
8987,1,0,0,0,0
8988,1,0,0,0,0
8989,0,0,0,0,1
8990,0,0,1,0,0
8991,1,0,0,0,0
8992,0,0,0,1,0
8993,0,0,1,0,0
8994,0,0,1,0,0
8995,0,1,0,0,0
8996,0,0,0,0,1
8997,0,0,0,0,1
8998,0,0,0,1,0
8999,0,0,0,0,1
9000,1,0,0,0,0
9001,0,0,0,0,1
9002,0,0,0,1,0
9003,0,0,0,0,1
9004,0,0,0,1,0
9005,0,0,1,0,0
9006,0,0,0,0,1
9007,0,0,0,0,1
9008,0,0,1,0,0
9009,0,0,0,0,1
9010,0,0,0,0,1
9011,0,0,0,0,1
9012,0,0,1,0,0
9013,0,0,0,1,0
9014,0,0,0,0,1
9015,0,0,1,0,0
9016,0,0,1,0,0
9017,0,0,0,0,1
9018,0,0,1,0,0
9019,0,0,0,0,1
9020,0,0,0,1,0
9021,1,0,0,0,0
9022,0,0,1,0,0
9023,0,0,0,1,0
9024,1,0,0,0,0
9025,1,0,0,0,0
9026,0,0,0,1,0
9027,1,0,0,0,0
9028,1,0,0,0,0
9029,1,0,0,0,0
9030,1,0,0,0,0
9031,1,0,0,0,0
9032,0,0,0,1,0
9033,0,0,1,0,0
9034,0,0,0,0,1
9035,0,0,0,0,1
9036,1,0,0,0,0
9037,1,0,0,0,0
9038,1,0,0,0,0
9039,1,0,0,0,0
9040,1,0,0,0,0
9041,0,0,0,0,1
9042,0,0,0,1,0
9043,0,0,0,0,1
9044,0,0,0,0,1
9045,0,0,1,0,0
9046,0,0,0,0,1
9047,0,0,0,0,1
9048,0,0,0,0,1
9049,0,0,0,1,0
9050,0,0,0,0,1
9051,1,0,0,0,0
9052,0,0,0,0,1
9053,0,0,0,0,1
9054,0,0,0,1,0
9055,0,0,1,0,0
9056,1,0,0,0,0
9057,1,0,0,0,0
9058,0,1,0,0,0
9059,1,0,0,0,0
9060,1,0,0,0,0
9061,0,0,0,0,1
9062,1,0,0,0,0
9063,1,0,0,0,0
9064,1,0,0,0,0
9065,0,0,0,0,1
9066,1,0,0,0,0
9067,0,0,1,0,0
9068,1,0,0,0,0
9069,1,0,0,0,0
9070,1,0,0,0,0
9071,1,0,0,0,0
9072,1,0,0,0,0
9073,1,0,0,0,0
9074,1,0,0,0,0
9075,1,0,0,0,0
9076,1,0,0,0,0
9077,0,0,0,0,1
9078,1,0,0,0,0
9079,1,0,0,0,0
9080,0,0,0,0,1
9081,0,0,0,0,1
9082,0,0,0,0,1
9083,0,0,0,0,1
9084,1,0,0,0,0
9085,0,0,0,1,0
9086,0,0,0,0,1
9087,0,0,0,0,1
9088,1,0,0,0,0
9089,1,0,0,0,0
9090,1,0,0,0,0
9091,0,0,0,0,1
9092,1,0,0,0,0
9093,1,0,0,0,0
9094,0,0,0,1,0
9095,1,0,0,0,0
9096,0,0,0,1,0
9097,1,0,0,0,0
9098,0,0,0,1,0
9099,0,0,1,0,0
9100,0,0,0,0,1
9101,1,0,0,0,0
9102,1,0,0,0,0
9103,0,0,1,0,0
9104,1,0,0,0,0
9105,0,0,0,0,1
9106,0,0,0,1,0
9107,0,0,1,0,0
9108,0,0,0,0,1
9109,0,0,0,0,1
9110,0,0,0,0,1
9111,0,0,0,1,0
9112,1,0,0,0,0
9113,0,0,0,1,0
9114,0,0,0,0,1
9115,0,0,0,0,1
9116,0,0,1,0,0
9117,0,0,1,0,0
9118,0,0,0,0,1
9119,0,0,0,1,0
9120,0,0,0,0,1
9121,1,0,0,0,0
9122,0,0,0,1,0
9123,0,0,1,0,0
9124,0,0,0,0,1
9125,1,0,0,0,0
9126,1,0,0,0,0
9127,1,0,0,0,0
9128,1,0,0,0,0
9129,0,0,0,0,1
9130,0,0,1,0,0
9131,0,0,1,0,0
9132,1,0,0,0,0
9133,1,0,0,0,0
9134,1,0,0,0,0
9135,0,0,1,0,0
9136,1,0,0,0,0
9137,1,0,0,0,0
9138,1,0,0,0,0
9139,1,0,0,0,0
9140,1,0,0,0,0
9141,0,1,0,0,0
9142,0,0,0,1,0
9143,0,0,0,0,1
9144,0,0,0,1,0
9145,0,0,0,1,0
9146,1,0,0,0,0
9147,0,0,1,0,0
9148,0,0,0,0,1
9149,0,0,0,1,0
9150,1,0,0,0,0
9151,0,0,1,0,0
9152,0,0,1,0,0
9153,0,0,0,0,1
9154,0,0,0,1,0
9155,0,0,0,0,1
9156,0,0,1,0,0
9157,0,0,0,0,1
9158,0,0,0,0,1
9159,0,0,0,0,1
9160,0,0,0,1,0
9161,0,0,0,0,1
9162,0,0,0,0,1
9163,0,0,0,0,1
9164,0,0,1,0,0
9165,1,0,0,0,0
9166,1,0,0,0,0
9167,0,0,0,1,0
9168,0,0,0,1,0
9169,1,0,0,0,0
9170,0,0,0,1,0
9171,1,0,0,0,0
9172,0,0,0,0,1
9173,0,0,0,1,0
9174,1,0,0,0,0
9175,1,0,0,0,0
9176,1,0,0,0,0
9177,1,0,0,0,0
9178,1,0,0,0,0
9179,0,0,1,0,0
9180,0,1,0,0,0
9181,0,0,0,0,1
9182,0,0,0,0,1
9183,0,0,1,0,0
9184,1,0,0,0,0
9185,1,0,0,0,0
9186,0,0,0,0,1
9187,0,0,0,1,0
9188,0,1,0,0,0
9189,1,0,0,0,0
9190,0,0,0,0,1
9191,0,0,0,0,1
9192,1,0,0,0,0
9193,1,0,0,0,0
9194,1,0,0,0,0
9195,1,0,0,0,0
9196,0,1,0,0,0
9197,0,0,0,0,1
9198,1,0,0,0,0
9199,0,0,0,1,0
9200,1,0,0,0,0
9201,0,0,1,0,0
9202,0,0,0,1,0
9203,0,0,1,0,0
9204,1,0,0,0,0
9205,0,0,1,0,0
9206,1,0,0,0,0
9207,1,0,0,0,0
9208,1,0,0,0,0
9209,1,0,0,0,0
9210,1,0,0,0,0
9211,0,0,1,0,0
9212,0,0,0,1,0
9213,0,0,0,0,1
9214,1,0,0,0,0
9215,0,0,0,1,0
9216,0,0,0,1,0
9217,1,0,0,0,0
9218,0,0,0,1,0
9219,1,0,0,0,0
9220,0,0,0,0,1
9221,0,0,0,1,0
9222,0,0,0,1,0
9223,0,0,0,0,1
9224,1,0,0,0,0
9225,0,0,0,1,0
9226,1,0,0,0,0
9227,0,0,0,1,0
9228,1,0,0,0,0
9229,1,0,0,0,0
9230,0,0,0,0,1
9231,0,0,0,0,1
9232,1,0,0,0,0
9233,0,0,1,0,0
9234,0,1,0,0,0
9235,0,0,1,0,0
9236,0,0,1,0,0
9237,0,0,0,0,1
9238,0,0,0,0,1
9239,1,0,0,0,0
9240,0,0,0,1,0
9241,1,0,0,0,0
9242,0,0,0,1,0
9243,1,0,0,0,0
9244,1,0,0,0,0
9245,0,0,0,0,1
9246,1,0,0,0,0
9247,1,0,0,0,0
9248,0,0,1,0,0
9249,0,0,0,1,0
9250,0,0,0,0,1
9251,1,0,0,0,0
9252,1,0,0,0,0
9253,0,0,0,0,1
9254,0,0,0,0,1
9255,0,0,0,0,1
9256,1,0,0,0,0
9257,0,0,0,0,1
9258,0,0,1,0,0
9259,0,0,0,1,0
9260,0,0,0,0,1
9261,0,0,1,0,0
9262,0,0,0,1,0
9263,0,0,0,1,0
9264,0,0,1,0,0
9265,0,0,0,0,1
9266,1,0,0,0,0
9267,0,0,0,0,1
9268,0,0,1,0,0
9269,0,0,0,0,1
9270,0,0,0,0,1
9271,0,0,0,1,0
9272,0,1,0,0,0
9273,0,0,1,0,0
9274,0,0,0,1,0
9275,0,0,0,1,0
9276,0,0,1,0,0
9277,1,0,0,0,0
9278,0,0,0,1,0
9279,1,0,0,0,0
9280,1,0,0,0,0
9281,0,0,0,1,0
9282,1,0,0,0,0
9283,1,0,0,0,0
9284,0,0,0,1,0
9285,0,0,0,0,1
9286,1,0,0,0,0
9287,0,0,0,1,0
9288,0,0,0,0,1
9289,1,0,0,0,0
9290,0,0,0,1,0
9291,0,0,0,0,1
9292,1,0,0,0,0
9293,0,0,0,0,1
9294,0,0,0,0,1
9295,1,0,0,0,0
9296,0,0,1,0,0
9297,1,0,0,0,0
9298,1,0,0,0,0
9299,0,0,0,0,1
9300,0,0,0,0,1
9301,0,1,0,0,0
9302,0,0,0,0,1
9303,0,0,0,0,1
9304,0,0,0,1,0
9305,1,0,0,0,0
9306,0,0,0,1,0
9307,1,0,0,0,0
9308,0,0,0,0,1
9309,0,0,0,0,1
9310,1,0,0,0,0
9311,0,0,0,1,0
9312,0,0,0,0,1
9313,0,0,0,0,1
9314,1,0,0,0,0
9315,1,0,0,0,0
9316,0,1,0,0,0
9317,0,0,1,0,0
9318,1,0,0,0,0
9319,1,0,0,0,0
9320,0,0,0,0,1
9321,0,0,0,0,1
9322,1,0,0,0,0
9323,0,0,0,1,0
9324,1,0,0,0,0
9325,1,0,0,0,0
9326,1,0,0,0,0
9327,0,0,0,0,1
9328,0,0,0,0,1
9329,1,0,0,0,0
9330,0,0,1,0,0
9331,1,0,0,0,0
9332,1,0,0,0,0
9333,1,0,0,0,0
9334,0,0,1,0,0
9335,1,0,0,0,0
9336,1,0,0,0,0
9337,0,0,0,1,0
9338,0,0,0,1,0
9339,0,0,1,0,0
9340,0,0,0,0,1
9341,1,0,0,0,0
9342,1,0,0,0,0
9343,0,1,0,0,0
9344,1,0,0,0,0
9345,0,0,0,1,0
9346,0,0,0,0,1
9347,1,0,0,0,0
9348,1,0,0,0,0
9349,0,1,0,0,0
9350,0,0,0,1,0
9351,1,0,0,0,0
9352,0,0,1,0,0
9353,0,0,0,1,0
9354,0,0,0,0,1
9355,1,0,0,0,0
9356,1,0,0,0,0
9357,1,0,0,0,0
9358,1,0,0,0,0
9359,1,0,0,0,0
9360,0,1,0,0,0
9361,0,0,1,0,0
9362,0,0,0,1,0
9363,1,0,0,0,0
9364,0,0,1,0,0
9365,0,0,1,0,0
9366,0,0,0,0,1
9367,0,0,0,0,1
9368,0,1,0,0,0
9369,0,0,1,0,0
9370,0,0,0,1,0
9371,1,0,0,0,0
9372,0,0,0,1,0
9373,1,0,0,0,0
9374,1,0,0,0,0
9375,0,0,0,0,1
9376,1,0,0,0,0
9377,0,0,0,0,1
9378,1,0,0,0,0
9379,1,0,0,0,0
9380,0,0,0,0,1
9381,0,0,0,0,1
9382,0,0,0,0,1
9383,1,0,0,0,0
9384,0,0,0,0,1
9385,0,0,1,0,0
9386,1,0,0,0,0
9387,0,0,1,0,0
9388,0,0,0,0,1
9389,0,0,0,1,0
9390,0,0,0,0,1
9391,0,0,0,1,0
9392,0,0,0,1,0
9393,1,0,0,0,0
9394,0,0,0,0,1
9395,0,0,1,0,0
9396,1,0,0,0,0
9397,1,0,0,0,0
9398,0,1,0,0,0
9399,0,0,0,0,1
9400,0,0,0,0,1
9401,1,0,0,0,0
9402,0,0,0,1,0
9403,1,0,0,0,0
9404,1,0,0,0,0
9405,0,0,1,0,0
9406,1,0,0,0,0
9407,0,0,0,1,0
9408,0,0,0,0,1
9409,1,0,0,0,0
9410,1,0,0,0,0
9411,1,0,0,0,0
9412,0,0,0,0,1
9413,0,0,0,1,0
9414,0,0,0,1,0
9415,1,0,0,0,0
9416,0,0,1,0,0
9417,0,0,0,1,0
9418,1,0,0,0,0
9419,0,0,0,0,1
9420,0,0,0,0,1
9421,1,0,0,0,0
9422,0,0,1,0,0
9423,1,0,0,0,0
9424,0,0,0,0,1
9425,1,0,0,0,0
9426,0,0,0,1,0
9427,0,0,1,0,0
9428,0,0,0,0,1
9429,0,0,0,1,0
9430,0,0,1,0,0
9431,1,0,0,0,0
9432,1,0,0,0,0
9433,0,0,0,0,1
9434,1,0,0,0,0
9435,0,0,1,0,0
9436,0,0,1,0,0
9437,0,0,0,1,0
9438,0,0,1,0,0
9439,0,0,0,0,1
9440,1,0,0,0,0
9441,0,1,0,0,0
9442,1,0,0,0,0
9443,0,0,0,1,0
9444,0,0,1,0,0
9445,0,0,1,0,0
9446,0,0,0,1,0
9447,0,0,1,0,0
9448,0,0,0,0,1
9449,1,0,0,0,0
9450,0,0,0,0,1
9451,0,1,0,0,0
9452,0,0,1,0,0
9453,0,0,0,0,1
9454,0,0,0,1,0
9455,1,0,0,0,0
9456,1,0,0,0,0
9457,1,0,0,0,0
9458,0,0,0,0,1
9459,1,0,0,0,0
9460,0,0,0,1,0
9461,0,0,0,0,1
9462,0,0,1,0,0
9463,0,0,0,0,1
9464,1,0,0,0,0
9465,0,0,0,0,1
9466,0,0,0,0,1
9467,0,0,1,0,0
9468,0,0,0,0,1
9469,0,0,0,0,1
9470,0,0,1,0,0
9471,0,0,0,1,0
9472,0,0,0,1,0
9473,0,0,0,1,0
9474,0,0,0,0,1
9475,0,0,0,0,1
9476,1,0,0,0,0
9477,0,0,0,1,0
9478,0,0,0,0,1
9479,1,0,0,0,0
9480,0,0,0,0,1
9481,1,0,0,0,0
9482,0,0,0,0,1
9483,0,0,1,0,0
9484,0,0,0,0,1
9485,1,0,0,0,0
9486,0,0,0,0,1
9487,0,1,0,0,0
9488,0,0,0,0,1
9489,1,0,0,0,0
9490,0,0,0,0,1
9491,1,0,0,0,0
9492,0,0,0,1,0
9493,1,0,0,0,0
9494,0,0,0,0,1
9495,0,0,0,0,1
9496,0,0,0,1,0
9497,1,0,0,0,0
9498,1,0,0,0,0
9499,0,0,0,0,1
9500,0,0,0,0,1
9501,1,0,0,0,0
9502,0,1,0,0,0
9503,0,0,1,0,0
9504,0,0,0,0,1
9505,0,0,0,1,0
9506,1,0,0,0,0
9507,0,0,0,1,0
9508,1,0,0,0,0
9509,0,0,0,1,0
9510,0,0,0,0,1
9511,0,0,0,1,0
9512,0,0,0,0,1
9513,0,0,0,1,0
9514,0,0,0,1,0
9515,1,0,0,0,0
9516,1,0,0,0,0
9517,1,0,0,0,0
9518,0,0,0,1,0
9519,0,0,0,1,0
9520,0,1,0,0,0
9521,0,0,0,0,1
9522,0,0,0,0,1
9523,0,0,0,1,0
9524,0,0,1,0,0
9525,0,0,1,0,0
9526,1,0,0,0,0
9527,0,0,0,0,1
9528,1,0,0,0,0
9529,1,0,0,0,0
9530,0,0,0,0,1
9531,1,0,0,0,0
9532,0,0,0,1,0
9533,0,0,0,0,1
9534,0,1,0,0,0
9535,0,0,0,0,1
9536,0,0,0,0,1
9537,1,0,0,0,0
9538,0,0,0,1,0
9539,1,0,0,0,0
9540,0,0,0,1,0
9541,0,0,0,0,1
9542,0,0,0,0,1
9543,1,0,0,0,0
9544,0,0,1,0,0
9545,0,0,0,0,1
9546,0,0,0,0,1
9547,0,0,0,1,0
